Date,HomeTeam,AwayTeam,FTHG,FTAG,HST,AST
28/04/2025,Leeds,Bristol City,4,0,12,1
03/05/2025,Bristol City,Preston,2,2,2,5
03/05/2025,Burnley,Millwall,3,1,9,4
03/05/2025,Coventry,Middlesbrough,2,0,4,6
03/05/2025,Derby,Stoke,0,0,4,1
03/05/2025,Norwich,Cardiff,4,2,8,6
03/05/2025,Plymouth,Leeds,1,2,0,4
03/05/2025,Portsmouth,Hull,1,1,2,4
03/05/2025,Sheffield United,Blackburn,1,1,5,2
03/05/2025,Sunderland,QPR,0,1,5,1
03/05/2025,Swansea,Oxford,3,3,5,7
03/05/2025,Watford,Sheffield Weds,1,1,5,2
03/05/2025,West Brom,Luton,5,3,5,4
