Date,HomeTeam,AwayTeam,FTHG,FTAG,HST,AST
27/04/2024,Sheffield Weds,West Brom,3,0,7,8
27/04/2024,Southampton,Stoke,0,1,3,8
27/04/2024,Watford,Sunderland,1,0,3,6
27/04/2024,Hull,Ipswich,3,3,7,11
29/04/2024,Preston,Leicester,0,3,1,11
30/04/2024,Coventry,Ipswich,1,2,3,9
04/05/2024,Birmingham,Norwich,1,0,3,2
04/05/2024,Coventry,QPR,1,2,6,4
04/05/2024,Ipswich,Huddersfield,2,0,5,2
04/05/2024,Leeds,Southampton,1,2,4,4
04/05/2024,Leicester,Blackburn,0,2,7,2
04/05/2024,Middlesbrough,Watford,3,1,6,4
04/05/2024,Plymouth,Hull,1,0,2,4
04/05/2024,Rotherham,Cardiff,5,2,7,5
04/05/2024,Stoke,Bristol City,4,0,7,2
04/05/2024,Sunderland,Sheffield Weds,0,2,3,2
04/05/2024,Swansea,Millwall,0,1,2,4
04/05/2024,West Brom,Preston,3,0,5,1
