Date,HomeTeam,AwayTeam,FTHG,FTAG,HST,AST
08/05/2023,Huddersfield,Reading,2,0,7,0
08/05/2023,Luton,Hull,0,0,2,1
08/05/2023,Middlesbrough,Coventry,1,1,3,2
08/05/2023,Millwall,Blackburn,3,4,4,9
08/05/2023,Norwich,Blackpool,0,1,5,6
08/05/2023,Preston,Sunderland,0,3,2,7
08/05/2023,QPR,Bristol City,0,2,0,2
08/05/2023,Swansea,West Brom,3,2,4,4
08/05/2023,Watford,Stoke,2,0,6,7
08/05/2023,Wigan,Rotherham,0,0,6,2
